name,category,source_item,source
Cottage Cheese,food,,dariusk/corpora food
Potatoes,food,,dariusk/corpora food
English Breakfast Tea,food,,dariusk/corpora food
Fruchte,food,,dariusk/corpora food
Honey,food,,dariusk/corpora food
Peaches,food,,dariusk/corpora food
Endive Salad,food,,dariusk/corpora food
Strawberries,food,,dariusk/corpora food
Cotuits,food,,dariusk/corpora food
Clam Juice,food,,dariusk/corpora food
Cold Tongue,food,,dariusk/corpora food
Romaine,food,,dariusk/corpora food
Boiled Onions,food,,dariusk/corpora food
Filet Mignon,food,,dariusk/corpora food
Prime Ribs Of Beef,food,,dariusk/corpora food
French String Beans,food,,dariusk/corpora food
Prime Ribs Of Beef Au Jus,food,,dariusk/corpora food
Mayonnaise Dressing,food,,dariusk/corpora food
Custard Pie,food,,dariusk/corpora food
Hearts Of Celery,food,,dariusk/corpora food
French Bread,food,,dariusk/corpora food
Mixed Pickles,food,,dariusk/corpora food
Baked Idaho Potato,food,,dariusk/corpora food
Oysters,food,,dariusk/corpora food
Mayonnaise,food,,dariusk/corpora food
Roast Beef Sandwich,food,,dariusk/corpora food
Swiss Cheese Sandwich,food,,dariusk/corpora food
Julienne Potatoes,food,,dariusk/corpora food
Fried Oysters,food,,dariusk/corpora food
Mixed Ice Cream,food,,dariusk/corpora food
"Spring Lamb, Mint Sauce",food,,dariusk/corpora food
Danish Pastry,food,,dariusk/corpora food
Lemon Ice,food,,dariusk/corpora food
Dates,food,,dariusk/corpora food
Oolong Tea,food,,dariusk/corpora food
Corn Muffins,food,,dariusk/corpora food
Stilton Cheese,food,,dariusk/corpora food
Sauternes,food,,dariusk/corpora food
Kase,food,,dariusk/corpora food
Anchovy Salad,food,,dariusk/corpora food
Spring Lamb,food,,dariusk/corpora food
Baked Potato,food,,dariusk/corpora food
Cape Cod Oysters,food,,dariusk/corpora food
Sliced Fresh Pineapple,food,,dariusk/corpora food
Mutton,food,,dariusk/corpora food
Raisin Cake,food,,dariusk/corpora food
Strawberry Short Cake,food,,dariusk/corpora food
Honey Dew Melon,food,,dariusk/corpora food
Kaffee Hag,food,,dariusk/corpora food
Poached Eggs,food,,dariusk/corpora food
Hashed Brown Potatoes,food,,dariusk/corpora food
"Moet & Chandon, White Seal",food,,dariusk/corpora food
Corn Bread,food,,dariusk/corpora food
Oyster Bay Asparagus,food,,dariusk/corpora food
Fromage,food,,dariusk/corpora food
Fancy Cakes,food,,dariusk/corpora food
Escarole,food,,dariusk/corpora food
Horlick'S Malted Milk,food,,dariusk/corpora food
Pistache Ice Cream,food,,dariusk/corpora food
Clam Cocktail,food,,dariusk/corpora food
Guava Jelly,food,,dariusk/corpora food
Medoc,food,,dariusk/corpora food
Boiled Sweet Potatoes,food,,dariusk/corpora food
Chilled Tomato Juice,food,,dariusk/corpora food
Fresh Fruit Salad,food,,dariusk/corpora food
Pommery Sec,food,,dariusk/corpora food
Bacon,food,,dariusk/corpora food
Fruit Cake,food,,dariusk/corpora food
Baked Apples,food,,dariusk/corpora food
Eggs To Order,food,,dariusk/corpora food
Fried Ham,food,,dariusk/corpora food
Toasted Crackers,food,,dariusk/corpora food
Corned Beef Sandwich,food,,dariusk/corpora food
Poussin,food,,dariusk/corpora food
Tom Collins,food,,dariusk/corpora food
Stilton,food,,dariusk/corpora food
Royal Squab,food,,dariusk/corpora food
Haut Sauternes,food,,dariusk/corpora food
Celeri,food,,dariusk/corpora food
Porterhouse Steak,food,,dariusk/corpora food
Apollinaris Water,food,,dariusk/corpora food
Stuffed Tomatoes,food,,dariusk/corpora food
Coffee With Cream,food,,dariusk/corpora food
Vegetable Soup,food,,dariusk/corpora food
Clam Fritters,food,,dariusk/corpora food
Fresh Shrimp Cocktail,food,,dariusk/corpora food
Roquefort Dressing,food,,dariusk/corpora food
Preserved Figs,food,,dariusk/corpora food
Claret,food,,dariusk/corpora food
Salade,food,,dariusk/corpora food
Peas,food,,dariusk/corpora food
Chablis,food,,dariusk/corpora food
Stuffed Mangoes,food,,dariusk/corpora food
Kirschwasser,food,,dariusk/corpora food
"Omelette, Plain",food,,dariusk/corpora food
Dubonnet,food,,dariusk/corpora food
Laubenheimer,food,,dariusk/corpora food
Corned Beef And Cabbage,food,,dariusk/corpora food
Bermuda Potatoes,food,,dariusk/corpora food
Whiskey Sour,food,,dariusk/corpora food
Sauerkraut Juice,food,,dariusk/corpora food
Hearts Of Lettuce,food,,dariusk/corpora food
Roast Turkey,food,,dariusk/corpora food
Sliced Oranges,food,,dariusk/corpora food
Broiled Chicken,food,,dariusk/corpora food
Smoked Beef,food,,dariusk/corpora food
Sliced Pineapple,food,,dariusk/corpora food
Squash,food,,dariusk/corpora food
Instant Postum,food,,dariusk/corpora food
Boiled Ham,food,,dariusk/corpora food
Sherbet,food,,dariusk/corpora food
Jam,food,,dariusk/corpora food
Strawberry Shortcake,food,,dariusk/corpora food
Gruyere Cheese,food,,dariusk/corpora food
Chicory,food,,dariusk/corpora food
Fresh Milk,food,,dariusk/corpora food
English Mutton Chop,food,,dariusk/corpora food
"Potatoes, French Fried",food,,dariusk/corpora food
Meringue Glace,food,,dariusk/corpora food
Wine Jelly,food,,dariusk/corpora food
Stewed Rhubarb,food,,dariusk/corpora food
Liebfraumilch,food,,dariusk/corpora food
Rice,food,,dariusk/corpora food
Buttered Beets,food,,dariusk/corpora food
Tokay Grapes,food,,dariusk/corpora food
Cream Of Tomato Soup,food,,dariusk/corpora food
Scotch Woodcock,food,,dariusk/corpora food
Mock Turtle Soup,food,,dariusk/corpora food
Chambertin,food,,dariusk/corpora food
Spaghetti,food,,dariusk/corpora food
Stuffed Tomato,food,,dariusk/corpora food
Apricots,food,,dariusk/corpora food
Plain Omelet,food,,dariusk/corpora food
Hochheimer,food,,dariusk/corpora food
Sponge Cake,food,,dariusk/corpora food
Pousse Cafe,food,,dariusk/corpora food
"Potatoes, Boiled",food,,dariusk/corpora food
Table Celery,food,,dariusk/corpora food
Broiled Fresh Mushrooms,food,,dariusk/corpora food
Fresh Strawberries,food,,dariusk/corpora food
Marmelade,food,,dariusk/corpora food
Yorkshire Buck,food,,dariusk/corpora food
Hot Roast Beef Sandwich,food,,dariusk/corpora food
Canadian Club,food,,dariusk/corpora food
Petite Marmite,food,,dariusk/corpora food
Canadian Cheese,food,,dariusk/corpora food
Bluefish,food,,dariusk/corpora food
Pie A La Mode,food,,dariusk/corpora food
Boiled New Potatoes,food,,dariusk/corpora food
Huitres,food,,dariusk/corpora food
Friandises,food,,dariusk/corpora food
Broccoli,food,,dariusk/corpora food
Kippered Herring,food,,dariusk/corpora food
Lemon Meringue Pie,food,,dariusk/corpora food
Au Gratin Potatoes,food,,dariusk/corpora food
Bel Paese Cheese,food,,dariusk/corpora food
Beefsteak,food,,dariusk/corpora food
Lobster A La Newburg,food,,dariusk/corpora food
Daiquiri,food,,dariusk/corpora food
Thousand Island Dressing,food,,dariusk/corpora food
Saratoga Potatoes,food,,dariusk/corpora food
Spanish Omelette,food,,dariusk/corpora food
Grand Marnier,food,,dariusk/corpora food
Pistachio Ice Cream,food,,dariusk/corpora food
Liederkranz,food,,dariusk/corpora food
Broiled Spring Chicken,food,,dariusk/corpora food
Petit Fours,food,,dariusk/corpora food
Seltzer,food,,dariusk/corpora food
Cointreau,food,,dariusk/corpora food
Macaroni,food,,dariusk/corpora food
Pickled Lamb'S Tongue,food,,dariusk/corpora food
Hot Chocolate,food,,dariusk/corpora food
Salat,food,,dariusk/corpora food
Hafergrutze,food,,dariusk/corpora food
Sirloin Steak With Mushrooms,food,,dariusk/corpora food
Radieschen,food,,dariusk/corpora food
Spaghetti Au Gratin,food,,dariusk/corpora food
Cherries,food,,dariusk/corpora food
Ices In Souvenir,food,,dariusk/corpora food
Green Tea,food,,dariusk/corpora food
Creme De Cacao,food,,dariusk/corpora food
"Potatoes, Mashed",food,,dariusk/corpora food
Stuffed Green Peppers,food,,dariusk/corpora food
Mixed Nuts,food,,dariusk/corpora food
Budweiser,food,,dariusk/corpora food
Imported Swiss Cheese,food,,dariusk/corpora food
"Potatoes, Lyonnaise",food,,dariusk/corpora food
Peach Ice Cream,food,,dariusk/corpora food
Sliced Orange,food,,dariusk/corpora food
Rice Cakes,food,,dariusk/corpora food
Potatoes Parisienne,food,,dariusk/corpora food
French Rolls,food,,dariusk/corpora food
Broiled Bluefish,food,,dariusk/corpora food
Sarsaparilla,food,,dariusk/corpora food
Bouillon,food,,dariusk/corpora food
Shredded Wheat,food,,dariusk/corpora food
Consomme Julienne,food,,dariusk/corpora food
Tangerines,food,,dariusk/corpora food
Apricot Brandy,food,,dariusk/corpora food
Boston Brown Bread,food,,dariusk/corpora food
Grapefruit Supreme,food,,dariusk/corpora food
Pickled Onions,food,,dariusk/corpora food
Hearts Of Lettuce Salad,food,,dariusk/corpora food
Orange Pekoe Tea,food,,dariusk/corpora food
American,food,,dariusk/corpora food
Sanka Coffee,food,,dariusk/corpora food
Rhubarb Pie,food,,dariusk/corpora food
Assorted Cold Cuts,food,,dariusk/corpora food
Sliced Bananas,food,,dariusk/corpora food
Cheese Sandwich,food,,dariusk/corpora food
Spinach With Egg,food,,dariusk/corpora food
Fancy Ices,food,,dariusk/corpora food
Red Leg Partridge,food,,dariusk/corpora food
Pork And Beans,food,,dariusk/corpora food
Chutney,food,,dariusk/corpora food
Orange Sherbet,food,,dariusk/corpora food
Chocolate Parfait,food,,dariusk/corpora food
Haut Sauterne,food,,dariusk/corpora food
Apricot Water Ice,food,,dariusk/corpora food
Swiss,food,,dariusk/corpora food
Cranberry Sauce,food,,dariusk/corpora food
Canape Of Anchovies,food,,dariusk/corpora food
Chicken Consomme,food,,dariusk/corpora food
German Pancake,food,,dariusk/corpora food
Graves,food,,dariusk/corpora food
Tapioca Pudding,food,,dariusk/corpora food
Apricot Pie,food,,dariusk/corpora food
Bar-Le-Duc,food,,dariusk/corpora food
"Chartreuse, Yellow",food,,dariusk/corpora food
Roast Lamb,food,,dariusk/corpora food
Gin Fizz,food,,dariusk/corpora food
Cheese Cake,food,,dariusk/corpora food
Cauliflower Au Gratin,food,,dariusk/corpora food
Chocolate Eclairs,food,,dariusk/corpora food
Extra Sirloin Steak,food,,dariusk/corpora food
Philadelphia Cream Cheese,food,,dariusk/corpora food
Cocoanut Pie,food,,dariusk/corpora food
Cherry Pie,food,,dariusk/corpora food
English Pheasant,food,,dariusk/corpora food
Wheat Cakes,food,,dariusk/corpora food
Dipped Toast,food,,dariusk/corpora food
Bismarck Herring,food,,dariusk/corpora food
Prunes,food,,dariusk/corpora food
Ham Omelet,food,,dariusk/corpora food
Assorted Cheese,food,,dariusk/corpora food
Cheddar Cheese,food,,dariusk/corpora food
Codfish Cakes,food,,dariusk/corpora food
Soda,food,,dariusk/corpora food
American Cheese Sandwich,food,,dariusk/corpora food
Fresh Vegetable Salad,food,,dariusk/corpora food
Raspberry Sherbet,food,,dariusk/corpora food
Martini Cocktail,food,,dariusk/corpora food
Boston Baked Beans,food,,dariusk/corpora food
Dutch Cheese,food,,dariusk/corpora food
Halibut Steak,food,,dariusk/corpora food
Ruddy Duck,food,,dariusk/corpora food
"Milk, Per Glass",food,,dariusk/corpora food
Carciofini,food,,dariusk/corpora food
Nachtisch,food,,dariusk/corpora food
Pate De Foie Gras,food,,dariusk/corpora food
"Eggs, Fried",food,,dariusk/corpora food
Sliced Peaches,food,,dariusk/corpora food
Preserved Peaches,food,,dariusk/corpora food
Tenderloin Steak With Mushrooms,food,,dariusk/corpora food
Fruit In Season,food,,dariusk/corpora food
Roastbeef,food,,dariusk/corpora food
Rum,food,,dariusk/corpora food
Baked Beans,food,,dariusk/corpora food
Bluepoints,food,,dariusk/corpora food
Cervelat,food,,dariusk/corpora food
"Caviar, Special Importation",food,,dariusk/corpora food
Fried Hominy,food,,dariusk/corpora food
Lemon Sherbet,food,,dariusk/corpora food
Dandelion Salad,food,,dariusk/corpora food
Lemon Soda,food,,dariusk/corpora food
Lobster Newburg,food,,dariusk/corpora food
Port Salut,food,,dariusk/corpora food
Extra Special Heavy Cream,food,,dariusk/corpora food
Breakfast Bacon,food,,dariusk/corpora food
Egg Plant,food,,dariusk/corpora food
"Omelet, Plain",food,,dariusk/corpora food
Rudesheimer,food,,dariusk/corpora food
Rye Bread,food,,dariusk/corpora food
Leberwurst,food,,dariusk/corpora food
Manhattan Cocktail,food,,dariusk/corpora food
Fresh String Beans,food,,dariusk/corpora food
Fried Clams,food,,dariusk/corpora food
Cole Slaw,food,,dariusk/corpora food
Ox Tongue,food,,dariusk/corpora food
Chocolate Eclair,food,,dariusk/corpora food
Sardellen,food,,dariusk/corpora food
Cheese And Crackers,food,,dariusk/corpora food
Corn Fritters,food,,dariusk/corpora food
French Asparagus,food,,dariusk/corpora food
Spanish Olives,food,,dariusk/corpora food
"Potatoes, Baked",food,,dariusk/corpora food
Potato Croquettes,food,,dariusk/corpora food
Caramel Custard,food,,dariusk/corpora food
Crabmeat Cocktail,food,,dariusk/corpora food
Champagne,food,,dariusk/corpora food
Clam Stew,food,,dariusk/corpora food
Asparagus Tips,food,,dariusk/corpora food
Orange Ice,food,,dariusk/corpora food
Chicken Salad Sandwich,food,,dariusk/corpora food
Mixed Green Salad,food,,dariusk/corpora food
Fried Oyster Crabs,food,,dariusk/corpora food
Potatoes Hashed In Cream,food,,dariusk/corpora food
Poland Water,food,,dariusk/corpora food
Chef'S Salad,food,,dariusk/corpora food
Apfelsinen,food,,dariusk/corpora food
Baked Alaska,food,,dariusk/corpora food
Sliced Chicken,food,,dariusk/corpora food
Apple Juice,food,,dariusk/corpora food
"Coupe Of Fresh Strawberries, Favorite",food,,dariusk/corpora food
Lyon Sausage,food,,dariusk/corpora food
Russian Caviar,food,,dariusk/corpora food
Fresh Strawberry Ice Cream,food,,dariusk/corpora food
Cold Chicken,food,,dariusk/corpora food
Champagne Cocktail,food,,dariusk/corpora food
Cocktail,food,,dariusk/corpora food
Haricots Verts,food,,dariusk/corpora food
Grape Nuts,food,,dariusk/corpora food
Blueberry Pie,food,,dariusk/corpora food
Eclair,food,,dariusk/corpora food
Preserved Skinless Figs,food,,dariusk/corpora food
"Supreme Of Fruit, Astor",food,,dariusk/corpora food
Julienne,food,,dariusk/corpora food
Stewed Pears,food,,dariusk/corpora food
Onion Soup Au Gratin,food,,dariusk/corpora food
Obst,food,,dariusk/corpora food
Soft Shell Crabs,food,,dariusk/corpora food
Crackers And Milk,food,,dariusk/corpora food
Butter,food,,dariusk/corpora food
Assorted Fruit,food,,dariusk/corpora food
Stinger,food,,dariusk/corpora food
Lettuce And Tomato,food,,dariusk/corpora food
Saucisson De Lyon,food,,dariusk/corpora food
WestphalÃ­An Ham,food,,dariusk/corpora food
Raspberries,food,,dariusk/corpora food
Caviar Sandwich,food,,dariusk/corpora food
Cold Turkey,food,,dariusk/corpora food
Crab Meat Cocktail,food,,dariusk/corpora food
Pot Of Tea,food,,dariusk/corpora food
Spaghetti Italienne,food,,dariusk/corpora food
Heart Of Lettuce Salad,food,,dariusk/corpora food
Oyster Patties,food,,dariusk/corpora food
French Toast,food,,dariusk/corpora food
Old Fashioned,food,,dariusk/corpora food
Melon In Season,food,,dariusk/corpora food
Alligator Pear Salad,food,,dariusk/corpora food
Anchovis,food,,dariusk/corpora food
Cook'S Imperial,food,,dariusk/corpora food
Zeltinger,food,,dariusk/corpora food
Muffins,food,,dariusk/corpora food
Amandes Salees,food,,dariusk/corpora food
Port Du Salut,food,,dariusk/corpora food
Pastry,food,,dariusk/corpora food
Bent'S Water Crackers,food,,dariusk/corpora food
Side Car,food,,dariusk/corpora food
"Eggs, Boiled",food,,dariusk/corpora food
Chianti,food,,dariusk/corpora food
"Eggs, Scrambled",food,,dariusk/corpora food
Peach Short Cake,food,,dariusk/corpora food
Nuts And Raisins,food,,dariusk/corpora food
Fried Soft Shell Crabs,food,,dariusk/corpora food
Clams,food,,dariusk/corpora food
Stewed Potatoes,food,,dariusk/corpora food
Terrapin,food,,dariusk/corpora food
Frische Milch,food,,dariusk/corpora food
Potato,food,,dariusk/corpora food
Mumm'S Extra Dry,food,,dariusk/corpora food
Compot,food,,dariusk/corpora food
Marinated Herring,food,,dariusk/corpora food
"Coffee, Pot",food,,dariusk/corpora food
Clear Green Turtle Soup,food,,dariusk/corpora food
Salami,food,,dariusk/corpora food
Chicken Okra Soup,food,,dariusk/corpora food
Bacardi Cocktail,food,,dariusk/corpora food
California Orange,food,,dariusk/corpora food
Beef,food,,dariusk/corpora food
Cognac,food,,dariusk/corpora food
Macon,food,,dariusk/corpora food
Neapolitan,food,,dariusk/corpora food
Figs In Syrup,food,,dariusk/corpora food
Stuffed Figs And Dates,food,,dariusk/corpora food
Oatmeal Porridge,food,,dariusk/corpora food
Mixed Salad,food,,dariusk/corpora food
Cheese Omelette,food,,dariusk/corpora food
Strawberry Jam,food,,dariusk/corpora food
Fried Scallops,food,,dariusk/corpora food
Sliced Bananas And Cream,food,,dariusk/corpora food
Irish Stew,food,,dariusk/corpora food
Cafe Turc,food,,dariusk/corpora food
Oyster Fry,food,,dariusk/corpora food
Fancy Ice Cream,food,,dariusk/corpora food
Fresh Mackerel,food,,dariusk/corpora food
Vienna Bread,food,,dariusk/corpora food
Grape Juice,food,,dariusk/corpora food
Clysmic,food,,dariusk/corpora food
Brawn,food,,dariusk/corpora food
Brook Trout,food,,dariusk/corpora food
Fried Onions,food,,dariusk/corpora food
Fresh Strawberries And Cream,food,,dariusk/corpora food
Bologna Sausage,food,,dariusk/corpora food
Assorted Nuts,food,,dariusk/corpora food
"Pear ""Au Feu D'Enfer""",food,,dariusk/corpora food
Chicken (Half),food,,dariusk/corpora food
Clear Green Turtle,food,,dariusk/corpora food
Rockaways,food,,dariusk/corpora food
Biscuits,food,,dariusk/corpora food
Fried Bacon,food,,dariusk/corpora food
Blackberries,food,,dariusk/corpora food
Coca Cola,food,,dariusk/corpora food
Young Onions,food,,dariusk/corpora food
Onions,food,,dariusk/corpora food
Club Soda,food,,dariusk/corpora food
Ribs Of Beef,food,,dariusk/corpora food
"Roast Lamb, Mint Sauce",food,,dariusk/corpora food
Graham Rolls,food,,dariusk/corpora food
New Potatoes,food,,dariusk/corpora food
Squab Chicken (Half),food,,dariusk/corpora food
Old Tom Gin,food,,dariusk/corpora food
Shrimp,food,,dariusk/corpora food
Concombres,food,,dariusk/corpora food
Steamed Rice,food,,dariusk/corpora food
Drambuie,food,,dariusk/corpora food
Whitebait,food,,dariusk/corpora food
Consomme Vermicelli,food,,dariusk/corpora food
Crab Meat Salad,food,,dariusk/corpora food
India Relish,food,,dariusk/corpora food
Gebackene Kartoffeln,food,,dariusk/corpora food
Rice And Milk,food,,dariusk/corpora food
Fresh Asparagus,food,,dariusk/corpora food
Venison,food,,dariusk/corpora food
Sparkling Moselle,food,,dariusk/corpora food
Lettuce And Tomato Sandwich,food,,dariusk/corpora food
Curried Chicken With Rice,food,,dariusk/corpora food
Gin Rickey,food,,dariusk/corpora food
Cocktails,food,,dariusk/corpora food
Head Cheese,food,,dariusk/corpora food
Cold Lamb,food,,dariusk/corpora food
Hot Mince Pie,food,,dariusk/corpora food
Assorted Fresh Fruit,food,,dariusk/corpora food
Soup Du Jour,food,,dariusk/corpora food
Scotch Grouse,food,,dariusk/corpora food
Cold Rice Pudding,food,,dariusk/corpora food
Porterhouse Steak With Mushrooms,food,,dariusk/corpora food
Pear Melba,food,,dariusk/corpora food
Brandy Peaches,food,,dariusk/corpora food
Plain Lemonade,food,,dariusk/corpora food
"Roast Turkey, Cranberry Sauce",food,,dariusk/corpora food
Sherry Flip,food,,dariusk/corpora food
Mangoes,food,,dariusk/corpora food
Salade De Saison,food,,dariusk/corpora food
Raspberry Jam,food,,dariusk/corpora food
Fresh Fruit Cocktail,food,,dariusk/corpora food
Fish Cakes,food,,dariusk/corpora food
Claret Punch,food,,dariusk/corpora food
Westphalia Ham,food,,dariusk/corpora food
Lettuce And Tomatoes,food,,dariusk/corpora food
"Lamb, Mint Sauce",food,,dariusk/corpora food
Guinness' Stout,food,,dariusk/corpora food
Rolls And Butter,food,,dariusk/corpora food
Fried Smelts,food,,dariusk/corpora food
"Tea, Pot",food,,dariusk/corpora food
Maple Syrup,food,,dariusk/corpora food
Macedoine Salad,food,,dariusk/corpora food
Canvas-Back Duck,food,,dariusk/corpora food
Sirloin Steak With Onions,food,,dariusk/corpora food
"Coffee, Per Pot",food,,dariusk/corpora food
Smoked Beef Tongue,food,,dariusk/corpora food
Tutti Frutti Ice Cream,food,,dariusk/corpora food
Pim-Olas,food,,dariusk/corpora food
Strawberries With Cream,food,,dariusk/corpora food
Corn Cakes,food,,dariusk/corpora food
Ham Omelette,food,,dariusk/corpora food
Waffles,food,,dariusk/corpora food
Chocolade,food,,dariusk/corpora food
Spanish Omelet,food,,dariusk/corpora food
Sloe Gin,food,,dariusk/corpora food
Red-Head Duck,food,,dariusk/corpora food
Glass Of Milk,food,,dariusk/corpora food
Sliced Bananas With Cream,food,,dariusk/corpora food
Brandy,food,,dariusk/corpora food
"Vermouth, Italian",food,,dariusk/corpora food
Canape Of Caviar,food,,dariusk/corpora food
Julienne Soup,food,,dariusk/corpora food
"Eggs, Shirred",food,,dariusk/corpora food
Salmon Salad,food,,dariusk/corpora food
Broiled Squab,food,,dariusk/corpora food
Vienna Rolls,food,,dariusk/corpora food
Mettwurst,food,,dariusk/corpora food
"Chartreuse, Green",food,,dariusk/corpora food
Silver Fizz,food,,dariusk/corpora food
Crab Salad,food,,dariusk/corpora food
Pickled Oysters,food,,dariusk/corpora food
Alligator Pear,food,,dariusk/corpora food
Caviar Canape,food,,dariusk/corpora food
Pont L'Eveque Cheese,food,,dariusk/corpora food
Prune Juice,food,,dariusk/corpora food
Mock Turtle,food,,dariusk/corpora food
New Asparagus,food,,dariusk/corpora food
Gervais,food,,dariusk/corpora food
"Tea, Per Pot",food,,dariusk/corpora food
Potatoes Julienne,food,,dariusk/corpora food
Gumbo,food,,dariusk/corpora food
Malted Milk,food,,dariusk/corpora food
Chicken Soup,food,,dariusk/corpora food
Capon,food,,dariusk/corpora food
Beef Consomme,food,,dariusk/corpora food
Corn Flakes,food,,dariusk/corpora food
Crabflake Cocktail,food,,dariusk/corpora food
Assorted Hors D'Oeuvres,food,,dariusk/corpora food
Ribs Of Prime Beef,food,,dariusk/corpora food
Beef Tongue,food,,dariusk/corpora food
"Cream, Per Glass",food,,dariusk/corpora food
Sauerkraut,food,,dariusk/corpora food
Stewed Oysters,food,,dariusk/corpora food
Finnan Haddie,food,,dariusk/corpora food
Sloe Gin Fizz,food,,dariusk/corpora food
American Coffee,food,,dariusk/corpora food
Liver And Bacon,food,,dariusk/corpora food
Fresh Mushrooms,food,,dariusk/corpora food
Lemon Pie,food,,dariusk/corpora food
Pie,food,,dariusk/corpora food
Cold Consomme,food,,dariusk/corpora food
Chocolate Sundae,food,,dariusk/corpora food
Consomme En Tasse,food,,dariusk/corpora food
Dill Pickle,food,,dariusk/corpora food
Port Du Salut Cheese,food,,dariusk/corpora food
Pink Lady,food,,dariusk/corpora food
Broiled Chicken (Half),food,,dariusk/corpora food
Country Sausage,food,,dariusk/corpora food
"Potatoes, Saratoga",food,,dariusk/corpora food
Turnips,food,,dariusk/corpora food
Graham Wafers,food,,dariusk/corpora food
Broiled Oysters,food,,dariusk/corpora food
Gekochte Kartoffeln,food,,dariusk/corpora food
Stewed Strawberries,food,,dariusk/corpora food
Baked Apples With Cream,food,,dariusk/corpora food
St. Estephe,food,,dariusk/corpora food
Liver Sausage,food,,dariusk/corpora food
Boston Cream Pie,food,,dariusk/corpora food
Spring Onions,food,,dariusk/corpora food
Lamb Chop,food,,dariusk/corpora food
Potatoes O'Brien,food,,dariusk/corpora food
Tomato Broth,food,,dariusk/corpora food
Moet & Chandon,food,,dariusk/corpora food
"Veuve Clicquot, Yellow Label",food,,dariusk/corpora food
Roast Potatoes,food,,dariusk/corpora food
Fruits In Season,food,,dariusk/corpora food
Boned Capon,food,,dariusk/corpora food
Eclairs,food,,dariusk/corpora food
Spring Chicken,food,,dariusk/corpora food
"Cauliflower, Polonaise",food,,dariusk/corpora food
Milchreis,food,,dariusk/corpora food
Caviar On Toast,food,,dariusk/corpora food
Rostbraten,food,,dariusk/corpora food
Chateau Yquem,food,,dariusk/corpora food
Spring Turkey (Half),food,,dariusk/corpora food
New Beets,food,,dariusk/corpora food
Lemon Ice Cream,food,,dariusk/corpora food
Crullers,food,,dariusk/corpora food
Cacao,food,,dariusk/corpora food
Jamaica Rum,food,,dariusk/corpora food
"Potatoes, Fried",food,,dariusk/corpora food
Water Crackers,food,,dariusk/corpora food
Petits Pois,food,,dariusk/corpora food
Chocolate Layer Cake,food,,dariusk/corpora food
Apple Fritters,food,,dariusk/corpora food
Pineapple Water Ice,food,,dariusk/corpora food
Schweizer KÃ¤Se,food,,dariusk/corpora food
French Sardines,food,,dariusk/corpora food
Fresh Fruit Cup,food,,dariusk/corpora food
Long Island Duckling,food,,dariusk/corpora food
"Boiled Onions, Cream Sauce",food,,dariusk/corpora food
Hamburg Steak,food,,dariusk/corpora food
Margaux,food,,dariusk/corpora food
Beaune,food,,dariusk/corpora food
Golden Plover,food,,dariusk/corpora food
French Vanilla Ice Cream,food,,dariusk/corpora food
Jelly,food,,dariusk/corpora food
Ginger,food,,dariusk/corpora food
Ruinart Brut,food,,dariusk/corpora food
Lamb Chops (2),food,,dariusk/corpora food
Old Tom,food,,dariusk/corpora food
Strained Honey,food,,dariusk/corpora food
Tomato Omelette,food,,dariusk/corpora food
Vegetable Salad,food,,dariusk/corpora food
Pineapple Cheese,food,,dariusk/corpora food
China Tea,food,,dariusk/corpora food
Linden Tea,food,,dariusk/corpora food
German Fried Potatoes,food,,dariusk/corpora food
Blackberry Brandy,food,,dariusk/corpora food
2-Step,music,,dariusk/corpora music
4-Beat,music,,dariusk/corpora music
Acid Breaks,music,,dariusk/corpora music
Acid House,music,,dariusk/corpora music
Acid Jazz,music,,dariusk/corpora music
Acid Rock,music,,dariusk/corpora music
Acid Techno,music,,dariusk/corpora music
Acid Trance,music,,dariusk/corpora music
Aggrotech,music,,dariusk/corpora music
Alternative Dance,music,,dariusk/corpora music
Alternative Metal,music,,dariusk/corpora music
Alternative Rock,music,,dariusk/corpora music
Ambient Dub,music,,dariusk/corpora music
Ambient House,music,,dariusk/corpora music
Ambient Techno,music,,dariusk/corpora music
Ambient,music,,dariusk/corpora music
Anarcho Punk,music,,dariusk/corpora music
Anti-Folk,music,,dariusk/corpora music
Art Punk,music,,dariusk/corpora music
Art Rock,music,,dariusk/corpora music
Asian Underground,music,,dariusk/corpora music
Avant-Garde Jazz,music,,dariusk/corpora music
Baggy,music,,dariusk/corpora music
Balearic Beat,music,,dariusk/corpora music
Baltimore Club,music,,dariusk/corpora music
Bassline,music,,dariusk/corpora music
Beat Music,music,,dariusk/corpora music
Bebop,music,,dariusk/corpora music
Big Beat,music,,dariusk/corpora music
Bitpop,music,,dariusk/corpora music
Black Metal,music,,dariusk/corpora music
Boogie-Woogie,music,,dariusk/corpora music
Boogie,music,,dariusk/corpora music
Bossa Nova,music,,dariusk/corpora music
Bouncy House,music,,dariusk/corpora music
Bouncy Techno,music,,dariusk/corpora music
Breakbeat Hardcore,music,,dariusk/corpora music
Breakbeat,music,,dariusk/corpora music
Breakcore,music,,dariusk/corpora music
Breakstep,music,,dariusk/corpora music
British Dance,music,,dariusk/corpora music
Britpop,music,,dariusk/corpora music
Broken Beat,music,,dariusk/corpora music
Bubblegum Dance,music,,dariusk/corpora music
Canterbury Scene,music,,dariusk/corpora music
Cape Jazz,music,,dariusk/corpora music
Celtic Metal,music,,dariusk/corpora music
Celtic Punk,music,,dariusk/corpora music
Celtic,music,,dariusk/corpora music
